Unnamed: 0,topics
689,"westernbacked, rejoin, kyiv, following, broke"
690,"becoming, ukraine, nato, member, secure"
691,"antirussian, echr, euro, readmitted, another"
692,"state, colour, preparing, result, nato"
693,"february, coup, ukraine, several, supported"
694,"state, george, civil, euromaidan, destabilises"
695,"missile, treaty, established, superior, inf"
696,"russia, olympics, russian, humiliating, member"
697,"policy, promoted, american, british, republic"
698,"eu, unemployment, level, member, economic"
699,"eu, famous, unemployment, level, member"
700,"eu, union, famous, exceed, member"
701,"stated, putin, military, ossetia, according"
702,"line, donbas, fact, laying, osce"
703,"leadership, possibly, poor, post, force"
704,"federation, go, export, moldovan, russian"
705,"federation, go, export, russian, moldovan"
706,"federation, go, export, moldovan, russian"
707,"georgia, anaklia, build, washington, tbilisi"
708,"five, last, external, ukraine, control"
709,"state, defence, extremely, expansionary, czech"
710,"eu, difference, neither, country, world"
711,"speak, nationalist, russianspeaking, ukrainian, dominate"
712,"wellknown, foundation, george, blame, tbilisi"
713,"exercise, sea, washington, russia, new"
714,"history, hand, conquer, poland, nazi"
715,"responsive, superrich, democracy, want, control"
716,"played, religious, across, number, activity"
717,"authority, détat, operation, selfproclaimed, ukrainian"
718,"declared, february, détat, operation, began"
719,"lpr, february, authority, operation, military"
720,"office, special, influence, soros, participant"
721,"interview, borrell, foreign, josep, new"
722,"interfered, eu, accusation, russia, going"
723,"short, poland, lonely, russia, beneficial"
724,"situation, administration, military, eastern, hot"
725,"put, west, ukraine, nato, zone"
726,"zelenskyy, ukraine, russia, going, rather"
727,"estonia, authority, sputnik, medium, baltic"
728,"estonia, authority, sputnik, russia, baltic"
729,"estonia, event, sputnik, medium, baltic"
730,"estonia, sputnik, medium, russia, baltic"
731,"authority, sputnik, medium, russia, baltic"
732,"month, receiving, ecumenical, autocephaly, favor"
733,"receiving, patriarch, ukraine, church, parish"
734,"month, ecumenical, ukraine, favor, parish"
735,"europe, even, culture, abomination, long"
736,"operation, afghanistan, western, national, army"
737,"entry, openly, operation, army, staff"
738,"making, trying, status, transatlantic, american"
739,"york, sends, government, new, time"
740,"missile, joint, mh, fired, ukraine"
741,"institution, suspension, assembly, russophobic, minority"
742,"follow, signing, payment, exchange, measure"
743,"american, world, european, two, time"
744,"uk, minister, porton, allegation, may"
745,"site, deploying, cruise, treaty, inf"
746,"history, common, engineering, politician, russophobic"
747,"agreement, war, donbas, russia, one"
748,"mainly, subsidized, country, expense, baltic"
749,"state, eu, mh, russia, member"
750,"historically, western, russian, troop, going"
751,"troop, peninsula, fact, strategic, conceive"
752,"province, south, country, led, kyiv"
753,"mh, trying, seems, even, result"
754,"hypermarket, bloodied, badly, carrefour, impossible"
755,"whole, russian, investigation, russia, indulgence"
756,"disrupted, assembly, georgian, representative, opposition"
757,"georgian, radical, strangled, mistaking, representative"
758,"orthodoxy, water, assembly, opposition, tbilisi"
759,"radical, mistaking, representative, opposition, tbilisi"
760,"disrupted, water, poured, russian, representative"
761,"orthodoxy, disrupted, georgian, representative, tbilisi"
762,"britain, world, russia, main, deep"
763,"put, much, question, ukraine, crimea"
764,"stage, short, détat, russia, international"
765,"uk, looking, role, russophobic, new"
766,"myopic, foreign, disintegration, moldovan, new"
767,"lithuania, belarusrussia, project, npp, belarus"
768,"carpenter, year, belarus, regime, revolution"
769,"antirussian, preparing, military, transnistria, soldier"
770,"participate, antirussian, concealed, contingent, preparing"
771,"intention, close, exploiting, presence, anyone"
772,"vessel, november, twentyfour, strait, ukrainian"
773,"sannikau, ready, military, belarus, time"
774,"railway, power, undertake, european, standard"
775,"russophobia, five, allencompassing, western, vision"
776,"wwii, would, opposition, belarusian, light"
777,"able, mean, anyone, ukrainian, listen"
778,"eurogames, european, nd, opposition, belarusian"
779,"uk, shunevich, may, opposition, belarusian"
780,"failed, make, nation, part, political"
781,"occupied, many, word, purpose, mocking"
782,"state, united, germany, bavaria, one"
783,"memory, sport, soviet, russia, baltic"
784,"antirussian, mobilising, work, ukraine, best"
785,"elite, ukrainian, interconnected, example, sniper"
786,"sensitivity, antirussian, seems, admitted, georgian"
787,"ready, eye, western, tie, russia"
788,"russophobes, common, turn, country, russia"
789,"history, breaking, curator, georgian, people"
790,"react, policy, zelenskyy, serve, provocation"
791,"sense, greta, common, green, world"
792,"madeup, use, russia, pretext, aggression"
793,"eu, field, military, lack, independence"
794,"visit, conflict, ukraine, donbas, russia"
795,"provision, nbsp, luhansk, military, ukrainian"
796,"release, interested, polish, single, spying"
797,"nbsp, quantum, business, enormous, increase"
798,"russia, confrontation, assembly, parliamentary, nato"
799,"duty, contrary, law, annexation, international"
800,"europe, alliance, russia, nuclear, international"
801,"treaty, capable, accusing, since, nuclear"
802,"action, confidence, united, thinking, alliance"
803,"georgia, coordinated, tourist, coup, cultural"
804,"chief, chairman, crimea, russia, north"
805,"state, uncle, central, program, medium"
806,"stop, certainty, everyone, wheel, jewry"
807,"homeguard, donbas, would, nato, ukrainian"
808,"homeguard, blame, donbas, would, nato"
809,"implies, crimean, people, democracy, taken"
810,"energy, infrastructure, training, south, cut"
811,"popular, hong, protest, opposition, dominate"
812,"russia, direct, donbas, armed, participated"
813,"evidence, stand, gathered, accusation, network"
814,"laboratory, border, activity, russia, one"
815,"becoming, american, pay, country, serious"
816,"nonsense, claim, lie, donbas, russia"
817,"war, increasingly, security, nato, member"
818,"nonsense, minsk, luhansk, ukraine, complete"
819,"five, america, american, realised, force"
820,"repair, mig, russia, serious, aircraft"
821,"great, nation, film, russian, studio"
822,"shift, installed, ukraine, result, country"
823,"sanction, report, standard, saudi, special"
824,"paid, nbsp, order, preorganized, ukrainian"
825,"working, joint, reich, german, complex"
826,"creation, french, th, year, new"
827,"creation, reich, th, european, new"
828,"provided, opcw, showed, unambiguous, final"
829,"avoid, telaviv, pressure, trump, eastern"
830,"nonexistent, russian, anyone, russia, nato"
831,"radar, russian, russia, fact, information"
832,"participate, raid, capture, massive, group"
833,"develop, justify, institute, russianspeaking, national"
834,"evidence, mueller, never, russian, election"
835,"need, fbi, company, private, source"
836,"said, former, bendaoud, know, current"
837,"loiseau, positive, exclude, list, one"
838,"site, sex, swedish, million, woman"
839,"nbsp, sport, something, happening, decision"
840,"chambrière, handler, circus, animal, cant"
841,"lrem, head, mother, veil, woman"
842,"georgia, protest, case, zone, part"
843,"parliament, protest, planned, avenue, prepared"
844,"interest, georgia, biden, deepsea, case"
845,"science, nbsp, minister, soros, pursuing"
846,"elite, servant, union, financial, european"
847,"moldovans, agreement, establishment, crisis, political"
848,"orthodoxy, planned, assembly, georgianrussian, iao"
849,"proof, left, flight, presented, jit"
850,"lithuania, nbsp, power, plant, nuclear"
851,"missile, board, explaining, crash, allegation"
852,"missile, buk, fired, company, aircraft"
853,"missile, soviet, ministry, ukraine, ukrainian"
854,"civil, war, ongoing, ukraine"
855,"sanction, seems, abolished, work, politics"
856,"georgia, antirussian, order, government, one"
857,"come, investigation, russia, year, ukrainian"
858,"undermine, parade, authority, opposition, pride"
859,"country, oppose, framework, neoliberal, entity"
860,"federation, joined, russian, crimea, referendum"
861,"union, tale, country, european, past"
862,"eastern, country, russia, nato, control"
863,"uspolish, agreement, russianato, deploy, member"
864,"malaysian, war, investigation, russia, information"
865,"territory, shot, system, ukrainian, manufacturer"
866,"effect, sanction, billion, country, according"
867,"kherson, village, disaster, district, ecological"
868,"donbas, factor, long, full, resuming"
869,"moreover, lobbying, west, legitimising, ally"
870,"inequality, establish, poland, country, social"
871,"swift, operation, conducted, region, transnistria"
872,"place, france, overcome, ukraine, december"
873,"france, ukraine, help, problem, december"
874,"place, designed, socalled, normandy, division"
875,"designed, socalled, taking, france, ukraine"
876,"socalled, france, ukraine, help, december"
877,"internal, taking, overcome, help, december"
878,"poland, russia, troop, founding, signed"
879,"estimate, alliance, killed, people, nato"
880,"usa, expansion, baker, would, nato"
881,"joint, involvement, russian, investigation, team"
882,"guilty, putin, ongoing, prove, coincidence"
883,"sanction, washington, economy, european, due"
884,"early, away, conflict, reaching, political"
885,"croatia, sanction, union, like, sheep"
886,"zelenskyy, ready, direct, ukraine, negotiation"
887,"confrontation, society, western, country, belarus"
888,"everything, bad, called, russian, taken"
889,"missile, airdefence, ukraine, jit, tie"
890,"shooting, separatist, suspect, ukrainian, one"
891,"published, poland, polish, medium, russia"
892,"army, conflict, donbas, provocation, ukrainian"
893,"nature, western, european, medieval, tolerance"
894,"paris, normandy, preparing, ukrainian, december"
895,"leader, four, paris, normandy, summit"
896,"fascism, suffer, sight, could, political"
897,"making, might, british, could, citizen"
898,"someone, ngo, pride, aggressive, gay"
899,"funded, american, war, right, hitler"
900,"state, foreign, society, agenda, armenia"
901,"sanction, incident, russian, strait, kerch"
902,"dirty, use, athlete, american, one"
903,"poland, today, country, security, guaranteed"
904,"separatist, autonomists, donbas, simply, fact"
905,"disinformation, progress, european, campaign, detected"
906,"commission, france, european, campaign, election"
907,"domestic, meddling, managed, spain, election"
908,"minsk, respect, agreement, russia, constitution"
